source,target,importance
MRPL11,MRPL37,0.9778244495391846
MRPL16,MRPL37,0.9752780199050903
MRPL24,MRPL37,0.9725363254547119
MRPL42,MRPL37,0.9565843343734741
MRPL54,MRPL37,0.9546461701393127
MRPL22,MRPL37,0.9541537165641785
MRPL14,MRPL37,0.9541144371032715
MRPL41,MRPL37,0.9515188932418823
MRPL2,MRPL37,0.9489522576332092
MRPL55,MRPL37,0.9444122314453125
MRPL23,MRPL37,0.9435378313064575
MRPL19,MRPL37,0.9412949085235596
MRPL51,MRPL37,0.9381011724472046
MRPL28,MRPL37,0.9349428415298462
GFM1,MRPL37,0.9313377737998962
MALSU1,MRPL37,0.9291508197784424
MRPL50,MRPL37,0.9272610545158386
MRPL35,MRPL37,0.927091121673584
RPL12,DSN1,0.9617496728897095
RPL6,DSN1,0.9608379602432251
BOP1,DSN1,0.9607629179954529
AARS,DSN1,0.9605533480644226
PMF1,DSN1,0.960301399230957
RPL13A,DSN1,0.9602637887001038
NOP16,DSN1,0.9596774578094482
RPL11,DSN1,0.9587147235870361
MAD2L1,DSN1,0.9586451053619385
BDP1,DSN1,0.9582816958427429
RPL34,DSN1,0.9579443335533142
RBM28,DSN1,0.9579026699066162
RPL23,DSN1,0.957767128944397
QARS,DSN1,0.9576369524002075
PSMC4,DSN1,0.9575291872024536
RPL37A,DSN1,0.956059455871582
POLR3F,DSN1,0.9560579061508179
RPL4,DSN1,0.9555690884590149
RSL1D1,DSN1,0.955303966999054
PSMD7,DSN1,0.9551675319671631
ANXA7,NUP214,0.683633029460907
NUP88,NUP214,0.6795190572738647
LIMD2,NUP214,0.6591441631317139
PRMT5,NUP214,0.6588417887687683
AHCTF1,NUP214,0.654519259929657
ECD,NUP214,0.6537929177284241
CWC15,NUP214,0.6496688723564148
DCPS,NUP214,0.6463598012924194
ADNP,NUP214,0.6452298760414124
PRPF38B,NUP214,0.6436547636985779
ING5,NUP214,0.6417114734649658
SUMO2,NUP214,0.6415931582450867
RBM39,NUP214,0.6411925554275513
CLNS1A,NUP214,0.6403039693832397
HNRNPU,NUP214,0.640292227268219
SRRM2,NUP214,0.6381707191467285
SNRPA,NUP214,0.635906457901001
ZMAT2,NUP214,0.6354273557662964
DMXL1,NUP214,0.6324248313903809
DDX5,NUP214,0.6312277317047119
ZFR,PYGB,0.6688321828842163
SCAF4,PYGB,0.6106300354003906
PTPN1,PYGB,0.6026220917701721
CNOT6,PYGB,0.5929471850395203
TADA3,PYGB,0.5902085304260254
COA8,PYGB,0.5890625715255737
CBL,PYGB,0.5879379510879517
ARPC4,PYGB,0.584248960018158
ACTR8,PYGB,0.5842441320419312
INO80,PYGB,0.5815454721450806
MNT,PYGB,0.5750889182090759
CYREN,PYGB,0.5615320205688477
UCHL5,PYGB,0.5565317869186401
NAA10,PYGB,0.5552303791046143
TADA2B,PYGB,0.5546907782554626
LUC7L2,PYGB,0.5523098111152649
NPRL2,PYGB,0.5505927801132202
NFRKB,PYGB,0.550372838973999
SRSF1,PYGB,0.5499014854431152
RPAP1,PYGB,0.5493364334106445
SLC31A1,THAP11,0.8798142671585083
COQ2,THAP11,0.8425493836402893
NDUFB8,THAP11,0.8333961367607117
SCO1,THAP11,0.8226908445358276
NDUFA6,THAP11,0.8096121549606323
NDUFB10,THAP11,0.8091982007026672
FKBP15,THAP11,0.8071016073226929
COA5,THAP11,0.8061157464981079
SOD2,THAP11,0.7972334623336792
NDUFV2,THAP11,0.7884216904640198
NDUFA8,THAP11,0.7797633409500122
COX17,THAP11,0.7732580900192261
COX7C,THAP11,0.7642215490341187
CERK,THAP11,0.7581151723861694
NDUFS2,THAP11,0.7492353916168213
CNOT2,THAP11,0.7446682453155518
DTYMK,THAP11,0.742796003818512
PPP3CB,THAP11,0.7420381307601929
TMSB10,THAP11,0.7350453734397888
LUC7L,THAP11,0.7347460389137268
NBAS,SRP9,0.9552652835845947
RINT1,SRP9,0.9440181255340576
BNIP1,SRP9,0.942733883857727
STRIP1,SRP9,0.9374563097953796
SRPRB,SRP9,0.9361202120780945
STX18,SRP9,0.9322516322135925
SRP72,SRP9,0.9262168407440186
SEC22B,SRP9,0.922303318977356
GBF1,SRP9,0.9178060293197632
SRP19,SRP9,0.9157112836837769
SEC61G,SRP9,0.9149575233459473
SPCS2,SRP9,0.9120190143585205
SRP68,SRP9,0.91034334897995
SRP14,SRP9,0.9102675914764404
QARS,SRP9,0.9090636372566223
MAD2L1,SRP9,0.9080064296722412
USE1,SRP9,0.9045600891113281
SEH1L,SRP9,0.9036300182342529
GOLT1B,SRP9,0.9029501676559448
EIF4G2,SRP9,0.9005078077316284
EIF4E,EIF4G1,0.9686760902404785
EIF3C,EIF4G1,0.9421969652175903
EIF3F,EIF4G1,0.9416223168373108
TIMM9,EIF4G1,0.9341598153114319
TEX10,EIF4G1,0.9213129281997681
AAMP,EIF4G1,0.9210118055343628
EIF1AX,EIF4G1,0.920773983001709
EIF3M,EIF4G1,0.919735312461853
MOSMO,EIF4G1,0.9171916246414185
TMA16,EIF4G1,0.9171836376190186
TBRG4,EIF4G1,0.9169928431510925
URB2,EIF4G1,0.9163668751716614
SPATA5L1,EIF4G1,0.9150758981704712
SURF6,EIF4G1,0.9088609218597412
SAMM50,EIF4G1,0.9080718159675598
EIF5B,EIF4G1,0.906375527381897
UBE2E1,EIF4G1,0.9049218893051147
NOL12,EIF4G1,0.9046769142150879
CARF,EIF4G1,0.9029951095581055
RECQL4,EIF4G1,0.9026731252670288
ATF7IP2,CYC1,0.9341068863868713
DDI2,CYC1,0.9285858869552612
PKM,CYC1,0.9268351197242737
KIF15,CYC1,0.9244376420974731
CSNK2B,CYC1,0.9231321811676025
GTF2H1,CYC1,0.9230872392654419
GPN3,CYC1,0.9219193458557129
ZNF496,CYC1,0.9216938018798828
SMC3,CYC1,0.9212870597839355
SLC1A5,CYC1,0.9212014079093933
RPAP2,CYC1,0.9211617708206177
DHRSX,CYC1,0.9211208820343018
EXOSC8,CYC1,0.9202990531921387
NUMA1,CYC1,0.9196646213531494
POLR2H,CYC1,0.9193830490112305
POLR2F,CYC1,0.9193499088287354
PEX19,CYC1,0.9187870025634766
NRBP1,CYC1,0.9180938005447388
MNAT1,CYC1,0.9178723692893982
UXT,CYC1,0.9170752167701721
TMX2,NSD1,0.9742041826248169
NDUFAF8,NSD1,0.9741197824478149
MED1,NSD1,0.9724622964859009
MED22,NSD1,0.9724516868591309
MED30,NSD1,0.9718449115753174
MED7,NSD1,0.9716302156448364
PAPOLA,NSD1,0.9715873003005981
SUPT5H,NSD1,0.9714719653129578
MED9,NSD1,0.9711757898330688
POLR2I,NSD1,0.9703037142753601
MED16,NSD1,0.9695395231246948
TAF7,NSD1,0.9693551063537598
MED19,NSD1,0.969300389289856
CENPC,NSD1,0.9692238569259644
MIS18A,NSD1,0.9690254926681519
MED12,NSD1,0.9688607454299927
MED4,NSD1,0.9687126278877258
CRLF3,NSD1,0.9678422212600708
DYNC1H1,NSD1,0.9677621126174927
HMBOX1,NSD1,0.9672028422355652
POLD1,GINS1,0.939972460269928
MCM10,GINS1,0.9383032321929932
GINS4,GINS1,0.9000149965286255
POLD3,GINS1,0.8974487781524658
RAD51,GINS1,0.8905500173568726
MMS22L,GINS1,0.8837131261825562
CASP8AP2,GINS1,0.8814277052879333
ORC1,GINS1,0.8720793128013611
POLE2,GINS1,0.871014416217804
MCM2,GINS1,0.869601845741272
RFC4,GINS1,0.8613921999931335
MCM3,GINS1,0.8586426377296448
GINS2,GINS1,0.85597825050354
TICRR,GINS1,0.8556926250457764
GINS3,GINS1,0.8550624251365662
RFC2,GINS1,0.8544206619262695
RFC3,GINS1,0.8540757894515991
KIF20A,GINS1,0.8456674814224243
POLD2,GINS1,0.8404310941696167
CDC7,GINS1,0.8375768065452576
RBFA,YBEY,0.854008138179779
CMC4,YBEY,0.81400066614151
ERAL1,YBEY,0.8051325082778931
METTL17,YBEY,0.8040801882743835
ETS1,YBEY,0.7777467966079712
IBA57,YBEY,0.7608920335769653
MTCP1,YBEY,0.760736882686615
PABPC4,YBEY,0.754580557346344
DNTTIP1,YBEY,0.7457923293113708
DAP3,YBEY,0.7440145015716553
LIN37,YBEY,0.7436444759368896
ISCA2,YBEY,0.7428187727928162
INF2,YBEY,0.7420359253883362
GMIP,YBEY,0.7372183203697205
MRPS31,YBEY,0.7331315279006958
EIF4E2,YBEY,0.7330817580223083
EGR1,YBEY,0.7328061461448669
TFB1M,YBEY,0.7317608594894409
MRPS6,YBEY,0.7281383872032166
KLHL17,YBEY,0.7246891260147095
NDUFB10,NDUFB1,0.9190970063209534
NDUFA9,NDUFB1,0.9016454219818115
NDUFA6,NDUFB1,0.8847729563713074
NDUFB8,NDUFB1,0.8575217723846436
NDUFA8,NDUFB1,0.8528923392295837
FKBP15,NDUFB1,0.8480971455574036
SLC31A1,NDUFB1,0.8200796842575073
NDUFV2,NDUFB1,0.8197641372680664
ALAD,NDUFB1,0.8096627593040466
PFN1,NDUFB1,0.7943096160888672
SCO1,NDUFB1,0.7931320667266846
SDC1,NDUFB1,0.7793210744857788
TFDP1,NDUFB1,0.7791852951049805
NDUFS2,NDUFB1,0.7744904160499573
TMSB10,NDUFB1,0.7739303708076477
PIAS1,NDUFB1,0.7723695039749146
CCND3,NDUFB1,0.772046685218811
KIF20A,NDUFB1,0.7711104154586792
VPS37A,NDUFB1,0.76768958568573
TRMT2B,NDUFB1,0.7672804594039917
RPL27A,RPL9,0.9950449466705322
RPL21,RPL9,0.9927430748939514
RPL23,RPL9,0.9914512634277344
RPL38,RPL9,0.991302490234375
RPL13,RPL9,0.9903934597969055
DDX56,RPL9,0.9899468421936035
RPL30,RPL9,0.989861011505127
RPL5,RPL9,0.9898508787155151
RPL10A,RPL9,0.9898086190223694
RPL6,RPL9,0.9893556237220764
RPL37A,RPL9,0.9891411066055298
RPL10,RPL9,0.988660991191864
RPL7,RPL9,0.9884241819381714
RPL31,RPL9,0.9883180260658264
DDX24,RPL9,0.9882419109344482
RPL34,RPL9,0.9882037043571472
RPL4,RPL9,0.9873138666152954
RPL14,RPL9,0.9866358041763306
RPL17,RPL9,0.9844595789909363
RBM28,RPL9,0.9836214780807495
SMG9,SMG8,0.7652595043182373
CASC3,SMG8,0.6470212936401367
UPF2,SMG8,0.6354756355285645
UBE3C,SMG8,0.6031193733215332
DBF4,SMG8,0.6019676327705383
LARP7,SMG8,0.5982699990272522
SMG5,SMG8,0.5922724008560181
MSL1,SMG8,0.5881251692771912
ADNP2,SMG8,0.5819811820983887
CHCHD3,SMG8,0.5818931460380554
UPF1,SMG8,0.5659962296485901
GPS2,SMG8,0.5659899711608887
FOLR3,SMG8,0.5645093321800232
ALAS1,SMG8,0.5600990653038025
LENG8,SMG8,0.5556495785713196
MICOS13,SMG8,0.5545477867126465
ING3,SMG8,0.5423827171325684
FZD5,SMG8,0.5419688820838928
UFL1,SMG8,0.5342651605606079
C5orf30,SMG8,0.5320390462875366
MRPS26,MRPS21,0.991606593132019
MRPS15,MRPS21,0.9844011068344116
MRPS12,MRPS21,0.9836944937705994
MRPS25,MRPS21,0.9836233258247375
MRPS7,MRPS21,0.9806022644042969
MRPS10,MRPS21,0.9804247617721558
MRPS18B,MRPS21,0.979592502117157
MRPS23,MRPS21,0.9789327383041382
PTCD3,MRPS21,0.976653516292572
MRPS2,MRPS21,0.9738727807998657
MRPS28,MRPS21,0.9723768830299377
MRPS34,MRPS21,0.9703646898269653
MRPS33,MRPS21,0.9692375659942627
MRPS22,MRPS21,0.96829754114151
MRPS11,MRPS21,0.9679592251777649
FLCN,MRPS21,0.9666171669960022
NDUFA3,MRPS21,0.9641803503036499
MRPS24,MRPS21,0.9641284942626953
MRPS5,MRPS21,0.9637949466705322
MRPS31,MRPS21,0.9598546028137207
CCDC174,CNBP,0.6946374177932739
SEPHS1,CNBP,0.6922045946121216
SLC7A5,CNBP,0.6887013912200928
PPP1R37,CNBP,0.6867484450340271
PSMC3,CNBP,0.684388279914856
ILF3,CNBP,0.6835610270500183
CSTF1,CNBP,0.6804713606834412
MARS,CNBP,0.6791102886199951
EIF1AX,CNBP,0.6764776110649109
MTOR,CNBP,0.6721395254135132
CCNQ,CNBP,0.6713682413101196
LTN1,CNBP,0.6635491847991943
SIRT7,CNBP,0.6620332598686218
MOB4,CNBP,0.6618599891662598
EIF4G1,CNBP,0.6602275371551514
PRIM2,CNBP,0.659815788269043
EIF4G2,CNBP,0.65935218334198
RPTOR,CNBP,0.6581690907478333
NRDE2,CNBP,0.6570702195167542
EIF3M,CNBP,0.6565567851066589
RPS9,RPS15A,0.9958710670471191
RPS19,RPS15A,0.9943357706069946
PNO1,RPS15A,0.9940658807754517
AATF,RPS15A,0.9937126636505127
LTV1,RPS15A,0.9923748970031738
RIOK1,RPS15A,0.9921544790267944
RPS23,RPS15A,0.9915735125541687
DDX18,RPS15A,0.991543710231781
RPSA,RPS15A,0.9911645650863647
RPS3,RPS15A,0.9911227226257324
MPHOSPH10,RPS15A,0.9906986951828003
RPS26,RPS15A,0.9902731776237488
RPS7,RPS15A,0.9902421236038208
RPS17,RPS15A,0.9895932078361511
DIMT1,RPS15A,0.9889531135559082
RRP12,RPS15A,0.9880110025405884
RPS20,RPS15A,0.9876464009284973
RPS10-NUDT3,RPS15A,0.9870232343673706
C1orf131,RPS15A,0.9868812561035156
RPS3A,RPS15A,0.9853126406669617
LMO2,NAB1,0.9766877889633179
KDM1A,NAB1,0.9731215238571167
HMBOX1,NAB1,0.9726099967956543
DNAAF3,NAB1,0.9721255898475647
MED12,NAB1,0.9715350866317749
LDB1,NAB1,0.9711072444915771
MED19,NAB1,0.9704680442810059
MED30,NAB1,0.9692915081977844
PAPOLA,NAB1,0.9688595533370972
CSNK2A2,NAB1,0.9679111838340759
MED9,NAB1,0.9676915407180786
RASSF1,NAB1,0.9674993753433228
MED17,NAB1,0.9673682451248169
MED7,NAB1,0.9670538902282715
MED1,NAB1,0.9663269519805908
CRLF3,NAB1,0.9662961363792419
MED22,NAB1,0.9654662609100342
LRIF1,NAB1,0.9651925563812256
CSNK2B,NAB1,0.9651201963424683
WDTC1,NAB1,0.9650319814682007
DHX33,LPIN1,0.9483070969581604
PDCD2,LPIN1,0.9320557117462158
EXOSC10,LPIN1,0.926517128944397
HOXA3,LPIN1,0.9189808368682861
C12orf45,LPIN1,0.9147024154663086
GALNT6,LPIN1,0.9144780039787292
USP36,LPIN1,0.9121763110160828
GFOD2,LPIN1,0.910441517829895
NOB1,LPIN1,0.9104118943214417
LRP5,LPIN1,0.9092568755149841
ARL6IP6,LPIN1,0.8996872305870056
GNPAT,LPIN1,0.8955855965614319
MTREX,LPIN1,0.8928464651107788
ARRB2,LPIN1,0.8925612568855286
C18orf21,LPIN1,0.8891925811767578
TNFSF10,LPIN1,0.8885712027549744
SRA1,LPIN1,0.8871781826019287
ABT1,LPIN1,0.884863018989563
TAF3,LPIN1,0.8828838467597961
GPALPP1,LPIN1,0.8816630840301514
PSMA4,AKIRIN2,0.9164651036262512
PSMB7,AKIRIN2,0.9081008434295654
PSMD12,AKIRIN2,0.8795385360717773
PSMD13,AKIRIN2,0.8774428367614746
PSMD7,AKIRIN2,0.8646256327629089
DYNLL2,AKIRIN2,0.8643505573272705
PSMD4,AKIRIN2,0.8621111512184143
TBX1,AKIRIN2,0.8601804971694946
STRIP1,AKIRIN2,0.8598122596740723
COPE,AKIRIN2,0.8587688207626343
PSMB6,AKIRIN2,0.8579127192497253
MAX,AKIRIN2,0.8565680980682373
XPO1,AKIRIN2,0.856468677520752
PSMG3,AKIRIN2,0.8553695678710938
PSMA3,AKIRIN2,0.8542803525924683
CCDC78,AKIRIN2,0.8537641167640686
SON,AKIRIN2,0.8523966073989868
PSMC2,AKIRIN2,0.8523046970367432
PSMD2,AKIRIN2,0.8516910076141357
RAE1,AKIRIN2,0.8498591184616089
PPIE,NR2C2AP,0.8978513479232788
ELP5,NR2C2AP,0.8967818021774292
PABPC4,NR2C2AP,0.8896812200546265
CHKB,NR2C2AP,0.8870096206665039
IBA57,NR2C2AP,0.8864654302597046
CLUH,NR2C2AP,0.8830038905143738
LIN37,NR2C2AP,0.8782094717025757
METTL17,NR2C2AP,0.8741387724876404
CDC5L,NR2C2AP,0.8720229864120483
U2SURP,NR2C2AP,0.8665913343429565
RECQL4,NR2C2AP,0.8655259609222412
CWF19L2,NR2C2AP,0.863862931728363
TRIAP1,NR2C2AP,0.8636159896850586
ERAL1,NR2C2AP,0.8620098829269409
EGR1,NR2C2AP,0.8591059446334839
ETS1,NR2C2AP,0.8589290380477905
DNTTIP1,NR2C2AP,0.8584785461425781
MAST1,NR2C2AP,0.8563833236694336
MRPS14,NR2C2AP,0.8562769889831543
MRPS17,NR2C2AP,0.8553640246391296
RNF40,WAC,0.910575807094574
KATNBL1,WAC,0.8255802392959595
SKP2,WAC,0.8250343203544617
RBBP5,WAC,0.8162053823471069
AP3S1,WAC,0.7956135272979736
CXXC1,WAC,0.7439604997634888
RARA,WAC,0.7373512387275696
ARMC7,WAC,0.7348403930664062
MGRN1,WAC,0.7342900633811951
ZBTB39,WAC,0.7276944518089294
SAP130,WAC,0.7229011058807373
MTRES1,WAC,0.7221981287002563
CHST12,WAC,0.7148897051811218
SF1,WAC,0.7132567167282104
DGKD,WAC,0.7112991213798523
TONSL,WAC,0.7065673470497131
CCNE1,WAC,0.7052168250083923
CDK2,WAC,0.7031802535057068
DIS3L2,WAC,0.702455997467041
HAUS1,WAC,0.7014414072036743
ELP5,CHKB,0.9517438411712646
PPIE,CHKB,0.9007288813591003
ELP4,CHKB,0.9001598954200745
RECQL4,CHKB,0.8906219005584717
CDC5L,CHKB,0.8873672485351562
NR2C2AP,CHKB,0.8870096206665039
DNTTIP1,CHKB,0.8792251348495483
CWF19L2,CHKB,0.8759250044822693
ELP2,CHKB,0.8744674921035767
MRPS14,CHKB,0.8738002777099609
TRIAP1,CHKB,0.869679868221283
SLC39A6,CHKB,0.8687797784805298
MAST1,CHKB,0.8652967810630798
PABPC4,CHKB,0.8649806380271912
PPIL4,CHKB,0.8620480298995972
CLUH,CHKB,0.8605141639709473
ELP3,CHKB,0.8595343828201294
EIF4E,CHKB,0.856529712677002
U2SURP,CHKB,0.8543409705162048
EIF3F,CHKB,0.8536391258239746
RPTOR,PPP1R37,0.9696844220161438
SIRT7,PPP1R37,0.9544267058372498
MTOR,PPP1R37,0.931756317615509
NRDE2,PPP1R37,0.8642064332962036
EIF3M,PPP1R37,0.8626255989074707
TRMT5,PPP1R37,0.8608338236808777
RHEB,PPP1R37,0.8607471585273743
TAMM41,PPP1R37,0.8597385883331299
PGS1,PPP1R37,0.8580904006958008
SAMM50,PPP1R37,0.8553996086120605
GFER,PPP1R37,0.8540856242179871
EIF4E,PPP1R37,0.8534488677978516
TWNK,PPP1R37,0.8516624569892883
EIF3F,PPP1R37,0.8489027619361877
TAZ,PPP1R37,0.8488972187042236
SPCS3,PPP1R37,0.8487860560417175
MARS,PPP1R37,0.847375214099884
LETM1,PPP1R37,0.8461390137672424
EIF4G2,PPP1R37,0.8454694151878357
TIMM13,PPP1R37,0.8421794772148132
SDC1,ZNF143,0.7978864312171936
ADSL,ZNF143,0.7478529214859009
PHF12,ZNF143,0.7313718199729919
AP3S1,ZNF143,0.7200209498405457
RBBP5,ZNF143,0.7195900678634644
POLR2M,ZNF143,0.7144171595573425
RBM15,ZNF143,0.7118500471115112
KATNBL1,ZNF143,0.702356219291687
ZNF559,ZNF143,0.6943494081497192
HIRA,ZNF143,0.6740317940711975
ARID1A,ZNF143,0.6736369132995605
RARA,ZNF143,0.6715625524520874
E2F1,ZNF143,0.669616162776947
PSMG1,ZNF143,0.6689471006393433
TCP1,ZNF143,0.6676657199859619
SKP2,ZNF143,0.6672330498695374
RAB2B,ZNF143,0.6650055050849915
UBA6,ZNF143,0.6603037118911743
LARS2,ZNF143,0.6493590474128723
TARS2,ZNF143,0.6485690474510193
MED19,WNK1,0.9822824001312256
ZNF706,WNK1,0.981273353099823
TSR1,WNK1,0.9811927080154419
MED12,WNK1,0.9796719551086426
MED17,WNK1,0.9795387983322144
NDUFAF8,WNK1,0.9790712594985962
MED7,WNK1,0.9790200591087341
MED9,WNK1,0.9786573648452759
S100A1,WNK1,0.9785985350608826
MED30,WNK1,0.978080689907074
LDB1,WNK1,0.9779905080795288
LMO2,WNK1,0.9775291681289673
MED6,WNK1,0.9770951271057129
EXOSC6,WNK1,0.9769423007965088
EXOSC3,WNK1,0.9766353368759155
PAPOLA,WNK1,0.9765084981918335
MED24,WNK1,0.9764935970306396
MAPK1,WNK1,0.9761852025985718
CCNJ,WNK1,0.9761698842048645
MED13L,WNK1,0.9761244058609009
PSMA3,PSMD6,0.9841867685317993
PSMD2,PSMD6,0.9830542802810669
PSMB6,PSMD6,0.9822036623954773
PSMC2,PSMD6,0.9819765686988831
PSMD11,PSMD6,0.9809147119522095
PSMC6,PSMD6,0.9797462224960327
PSMD12,PSMD6,0.9787206053733826
LDB1,PSMD6,0.977936863899231
SON,PSMD6,0.9775898456573486
PSMC4,PSMD6,0.9769335985183716
NDUFAF8,PSMD6,0.9763343334197998
PSMC1,PSMD6,0.9759307503700256
SMC1A,PSMD6,0.9741373062133789
PSMA4,PSMD6,0.9740643501281738
DDB1,PSMD6,0.9736056327819824
S100A1,PSMD6,0.9727069139480591
LMO2,PSMD6,0.9725577235221863
DYNC1H1,PSMD6,0.9713493585586548
ZNF706,PSMD6,0.9706742763519287
CRLF3,PSMD6,0.970404863357544
U2SURP,RBM17,0.9787701964378357
KIAA0586,RBM17,0.9061980843544006
MYCN,RBM17,0.8996748924255371
CHERP,RBM17,0.8959203958511353
PGS1,RBM17,0.8746435046195984
CDC5L,RBM17,0.8738542199134827
PCYT1A,RBM17,0.8728722333908081
EIF4E,RBM17,0.8650594353675842
CLUH,RBM17,0.8622105121612549
PPIE,RBM17,0.862037181854248
CWF19L2,RBM17,0.8587830066680908
PABPC4,RBM17,0.856522262096405
TIMM9,RBM17,0.8547192215919495
VPS13D,RBM17,0.8487787246704102
TRIAP1,RBM17,0.8481929898262024
NR2C2AP,RBM17,0.8471999168395996
MICOS10,RBM17,0.8470652103424072
PRMT1,RBM17,0.8436506986618042
EIF3C,RBM17,0.8397361040115356
PHF5A,RBM17,0.8391152620315552
MAK16,RBM28,0.9944710731506348
DDX56,RBM28,0.9930845499038696
EBNA1BP2,RBM28,0.9912915825843811
CEBPZ,RBM28,0.990472137928009
RPL30,RBM28,0.9902048110961914
DDX24,RBM28,0.9898310899734497
RPL23,RBM28,0.9891684651374817
RPL37A,RBM28,0.9877750873565674
RPL13,RBM28,0.9873675107955933
RPL6,RBM28,0.9873400926589966
RPL21,RBM28,0.987270176410675
LSG1,RBM28,0.986912727355957
RPL34,RBM28,0.9863554239273071
RPL10A,RBM28,0.98613440990448
NOP16,RBM28,0.9853680729866028
RPL4,RBM28,0.985018789768219
NOP53,RBM28,0.9843415021896362
RSL24D1,RBM28,0.9841781258583069
RPL18A,RBM28,0.9838168025016785
GNL3,RBM28,0.983677327632904
WDFY3,HOMER3,0.8979647755622864
NUFIP1,HOMER3,0.8840885162353516
ZBTB44,HOMER3,0.8774513602256775
RBM4,HOMER3,0.8761833906173706
MAP2K7,HOMER3,0.8753798007965088
GAR1,HOMER3,0.8738654851913452
COTL1,HOMER3,0.8687013387680054
RNF31,HOMER3,0.866174578666687
SDR39U1,HOMER3,0.8649924993515015
TBX10,HOMER3,0.8634593486785889
NCKAP1,HOMER3,0.8631572723388672
RRP9,HOMER3,0.8630743026733398
WDTC1,HOMER3,0.8630514144897461
SRA1,HOMER3,0.8627538681030273
DDX49,HOMER3,0.8616392612457275
GNPAT,HOMER3,0.8600879907608032
PRXL2A,HOMER3,0.8596514463424683
TAF1B,HOMER3,0.8594692945480347
CCDC59,HOMER3,0.8574915528297424
NFKBIE,HOMER3,0.857378363609314
TOMM20,TOMM40,0.9931078553199768
TOMM22,TOMM40,0.9926996827125549
PNPT1,TOMM40,0.9922829866409302
PMPCB,TOMM40,0.989812970161438
SSBP1,TOMM40,0.9885678291320801
HSPD1,TOMM40,0.9875997304916382
MTPAP,TOMM40,0.9875781536102295
LRPPRC,TOMM40,0.9875403642654419
HSPE1,TOMM40,0.9866631627082825
OPA1,TOMM40,0.9852250218391418
TTC1,TOMM40,0.9836814999580383
LETM1,TOMM40,0.9831099510192871
CEBPG,TOMM40,0.9828824400901794
SDE2,TOMM40,0.9827215075492859
SLIRP,TOMM40,0.9824878573417664
TAMM41,TOMM40,0.9824037551879883
TFAM,TOMM40,0.9816193580627441
POLRMT,TOMM40,0.9813808798789978
SAMM50,TOMM40,0.981098473072052
PRELID3B,TOMM40,0.9806913733482361
EIF3D,EIF4A1,0.8472921848297119
NOL6,EIF4A1,0.8248467445373535
HSD17B12,EIF4A1,0.8245013952255249
SPOUT1,EIF4A1,0.8163509964942932
EIF5B,EIF4A1,0.8158565163612366
XPO1,EIF4A1,0.8156214952468872
ATF5,EIF4A1,0.8086119890213013
NMD3,EIF4A1,0.8081567883491516
NUP62,EIF4A1,0.8075248003005981
POLR3K,EIF4A1,0.8068031072616577
CCNQ,EIF4A1,0.8065594434738159
DDX51,EIF4A1,0.8060964345932007
PDCD11,EIF4A1,0.8030461668968201
LSG1,EIF4A1,0.8004685044288635
CENPP,EIF4A1,0.7998933792114258
RPF1,EIF4A1,0.7993472814559937
MDN1,EIF4A1,0.7980659008026123
RPS4X,EIF4A1,0.7977925539016724
DDX27,EIF4A1,0.7975079417228699
RPL7L1,EIF4A1,0.7974022626876831
ATP5PD,ATP5F1B,0.9689527750015259
ATP5ME,ATP5F1B,0.9468532800674438
MICOS10,ATP5F1B,0.941399335861206
ATP5F1A,ATP5F1B,0.9409846067428589
ATP5MF,ATP5F1B,0.9333286285400391
ATP5F1C,ATP5F1B,0.9219768643379211
GFER,ATP5F1B,0.9142535924911499
ATP5F1D,ATP5F1B,0.9080518484115601
HGS,ATP5F1B,0.8993427157402039
METTL1,ATP5F1B,0.8963520526885986
ATP5MPL,ATP5F1B,0.8859974145889282
CHCHD4,ATP5F1B,0.8852745294570923
TSEN2,ATP5F1B,0.8778707981109619
LETM1,ATP5F1B,0.8769876956939697
SAMM50,ATP5F1B,0.8693974614143372
PMPCA,ATP5F1B,0.8677504658699036
CHCHD1,ATP5F1B,0.8673446774482727
DARS,ATP5F1B,0.8666898012161255
TCERG1,ATP5F1B,0.8638245463371277
CCNL1,ATP5F1B,0.8630011677742004
HIST2H3A,ATAD5,0.940193235874176
DYNLL1,ATAD5,0.935843825340271
MTBP,ATAD5,0.9314500093460083
WDHD1,ATAD5,0.9287276864051819
CDC14B,ATAD5,0.9270509481430054
TIMELESS,ATAD5,0.9218352437019348
CDC7,ATAD5,0.9202235341072083
PDLIM4,ATAD5,0.9195711612701416
GINS3,ATAD5,0.9091354608535767
FAM122B,ATAD5,0.9088126420974731
RFC5,ATAD5,0.9086670279502869
RFC2,ATAD5,0.9083903431892395
TIPIN,ATAD5,0.9053459167480469
USP37,ATAD5,0.9005014300346375
HUS1,ATAD5,0.8966629505157471
TRMT2B,ATAD5,0.8954419493675232
TFDP1,ATAD5,0.8937671780586243
KIF20A,ATAD5,0.8930398225784302
C5orf30,ATAD5,0.8892489671707153
RAD51C,ATAD5,0.8882148265838623
RPL23,RPL4,0.9966215491294861
RPL37A,RPL4,0.9950876235961914
RPL6,RPL4,0.9948655366897583
RPL7,RPL4,0.9935778379440308
RPL34,RPL4,0.9933454990386963
RPL13,RPL4,0.9921380281448364
RPL35,RPL4,0.9919853210449219
RPL27A,RPL4,0.9906870722770691
RPL10,RPL4,0.9903732538223267
RPL10A,RPL4,0.9897466897964478
RPL21,RPL4,0.9887800216674805
